SNP	PVAL	Disease	COMP	CisGene	TissScores	CompGenes_CompScores	FDR
6:32429643	1e-55	Ulcerative colitis	288	HLA-DQB1_HLA-DRA	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	2.94942537176106e-07
6:32429643	3e-06	Ulcerative colitis	288	HLA-DQB1_HLA-DRA	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	2.94942537176106e-07
6:32429643	2e-10	Lymphoma	288	HLA-DQB1_HLA-DRA	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	2.94942537176106e-07
6:32432077	1e-07	Cystic fibrosis severity	288	HLA-DQB1_HLA-DRA	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	2.94942537176106e-07
6:32432077	2e-54	Giant cell arteritis	288	HLA-DQB1_HLA-DRA	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	2.94942537176106e-07
6:32432835	4e-15	Ulcerative colitis	288	HLA-DQB1_HLA-DRA	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	2.94942537176106e-07
6:32432835	1e-11	Epstein Barr virus nuclear antigen 1 IgG levels	288	HLA-DQB1_HLA-DRA	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	2.94942537176106e-07
6:32432835	1e-11	Epstein Barr virus nuclear antigen 1 IgG levels	288	HLA-DQB1_HLA-DRA	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	2.94942537176106e-07
6:32432835	1e-13	Epstein Barr virus nuclear antigen 1 IgG levels	288	HLA-DQB1_HLA-DRA	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	2.94942537176106e-07
6:32433167	1e-16	Ulcerative colitis	288	HLA-DQB1_HLA-DRA	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	2.94942537176106e-07
6:32433167	4e-31	Hodgkin's lymphoma	288	HLA-DQB1_HLA-DRA	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	2.94942537176106e-07
6:32433167	5e-22	Ulcerative colitis	288	HLA-DQB1_HLA-DRA	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	2.94942537176106e-07
6:32433167	1e-11	Antinuclear antibody levels	288	HLA-DQB1_HLA-DRA	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	2.94942537176106e-07
6:32433167	1e-08	Lung cancer	288	HLA-DQB1_HLA-DRA	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	2.94942537176106e-07
6:32433167	9e-23	Ulcerative colitis	288	HLA-DQB1_HLA-DRA	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	2.94942537176106e-07
6:29923838	1e-15	IgE levels	200	HLA-G_HLA-G	0.0152245_0.0219943	ADD3_-1.00192\AK3_-1.00311\AKIRIN1_-0.988036\BCAS4_-1.20417\BEGAIN_1.03941\C2_1.12941\CATSPER1_-0.972633\CENPM_-1.03151\CTSZ_-0.956526\CYB5R3_0.897493\EGFR_0.912651\EMILIN1_0.984488\ERMAP_1.20235\EVI2A_-1.02846\GCC2_-1.11706\GFRA1_1.04389\GPR179_-1.27384\HLA-A_-1.12574\HLA-F_-1.72545\HLA-G_-1.70288\ITGB1BP1_1.33691\KCNMB3_0.961167\KIT_-1.26808\LEMD3_1.09922\LTBP4_0.928362\MAP1LC3A_0.912737\MARCH6_-0.966643\NDUFS1_-0.964508\NOTCH4_0.945743\NR2F6_0.980238\PIGM_-0.946036\RANBP10_-0.954637\RPL39L_1.12824\RSPO3_1.07465\SARM1_-0.971284\SMG7_0.891067\SOX4_-1.29546\SPNS1_-1.03774\TNFRSF10A_0.903575\TRAPPC6B_1.05611\UNC45A_0.892425\VAMP1_0.950544\WDR18_0.875997\ZNF704_-1.65249	5.74686675724632e-07
6:32387809	3e-11	Parkinson's disease	288	HLA-DQB1_HLA-DQB1	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	6.24882778534597e-07
6:29918099	4e-20	Nasopharyngeal carcinoma	78	HLA-G_HLA-G	0.0176157_0.0239373	ALDH7A1_0.873301\ANKRD26_0.846357\ATP2A3_-0.787498\BTN3A1_-0.893395\C20orf27_0.778772\CELSR3_-0.84333\CHD1L_0.916745\CINP_-0.803555\CLEC1A_0.754342\CRIPAK_0.72839\CXorf40B_-0.990563\FXYD5_0.964729\FZR1_-0.868673\GATS_0.768862\GPR179_-0.82548\HLA-A_-1.13156\HLA-F_-1.46048\HLA-G_-2.22463\IL3RA_0.737317\KCTD20_0.825193\KIT_-1.85883\MSC_0.831593\NAF1_0.982057\NDUFS1_-1.36258\NOTCH3_0.862281\PARVB_-0.91435\PLAU_-0.880096\PPT2_0.72878\RBM6_-0.786407\SAMD9L_0.913476\SEL1L3_0.746364\SLC25A14_0.745182\TRAPPC4_-0.874449\TRIM4_0.772028\TRIM6_-0.775316\VARS2_-1.0323\ZNF439_0.98292\ZNF704_-0.954873	8.16149962719662e-07
6:29922740	3e-10	Menarche (age at onset)	78	HLA-G_HLA-G	0.0176157_0.0239373	ALDH7A1_0.873301\ANKRD26_0.846357\ATP2A3_-0.787498\BTN3A1_-0.893395\C20orf27_0.778772\CELSR3_-0.84333\CHD1L_0.916745\CINP_-0.803555\CLEC1A_0.754342\CRIPAK_0.72839\CXorf40B_-0.990563\FXYD5_0.964729\FZR1_-0.868673\GATS_0.768862\GPR179_-0.82548\HLA-A_-1.13156\HLA-F_-1.46048\HLA-G_-2.22463\IL3RA_0.737317\KCTD20_0.825193\KIT_-1.85883\MSC_0.831593\NAF1_0.982057\NDUFS1_-1.36258\NOTCH3_0.862281\PARVB_-0.91435\PLAU_-0.880096\PPT2_0.72878\RBM6_-0.786407\SAMD9L_0.913476\SEL1L3_0.746364\SLC25A14_0.745182\TRAPPC4_-0.874449\TRIM4_0.772028\TRIM6_-0.775316\VARS2_-1.0323\ZNF439_0.98292\ZNF704_-0.954873	1.21254056439479e-06
6:29934163	2e-06	Ulcerative colitis	200	HLA-G_HLA-G	0.0152245_0.0219943	ADD3_-1.00192\AK3_-1.00311\AKIRIN1_-0.988036\BCAS4_-1.20417\BEGAIN_1.03941\C2_1.12941\CATSPER1_-0.972633\CENPM_-1.03151\CTSZ_-0.956526\CYB5R3_0.897493\EGFR_0.912651\EMILIN1_0.984488\ERMAP_1.20235\EVI2A_-1.02846\GCC2_-1.11706\GFRA1_1.04389\GPR179_-1.27384\HLA-A_-1.12574\HLA-F_-1.72545\HLA-G_-1.70288\ITGB1BP1_1.33691\KCNMB3_0.961167\KIT_-1.26808\LEMD3_1.09922\LTBP4_0.928362\MAP1LC3A_0.912737\MARCH6_-0.966643\NDUFS1_-0.964508\NOTCH4_0.945743\NR2F6_0.980238\PIGM_-0.946036\RANBP10_-0.954637\RPL39L_1.12824\RSPO3_1.07465\SARM1_-0.971284\SMG7_0.891067\SOX4_-1.29546\SPNS1_-1.03774\TNFRSF10A_0.903575\TRAPPC6B_1.05611\UNC45A_0.892425\VAMP1_0.950544\WDR18_0.875997\ZNF704_-1.65249	2.48519358061305e-06
6:29943067	3e-06	Age-related hearing impairment	200	HLA-G_HLA-G	0.0152245_0.0219943	ADD3_-1.00192\AK3_-1.00311\AKIRIN1_-0.988036\BCAS4_-1.20417\BEGAIN_1.03941\C2_1.12941\CATSPER1_-0.972633\CENPM_-1.03151\CTSZ_-0.956526\CYB5R3_0.897493\EGFR_0.912651\EMILIN1_0.984488\ERMAP_1.20235\EVI2A_-1.02846\GCC2_-1.11706\GFRA1_1.04389\GPR179_-1.27384\HLA-A_-1.12574\HLA-F_-1.72545\HLA-G_-1.70288\ITGB1BP1_1.33691\KCNMB3_0.961167\KIT_-1.26808\LEMD3_1.09922\LTBP4_0.928362\MAP1LC3A_0.912737\MARCH6_-0.966643\NDUFS1_-0.964508\NOTCH4_0.945743\NR2F6_0.980238\PIGM_-0.946036\RANBP10_-0.954637\RPL39L_1.12824\RSPO3_1.07465\SARM1_-0.971284\SMG7_0.891067\SOX4_-1.29546\SPNS1_-1.03774\TNFRSF10A_0.903575\TRAPPC6B_1.05611\UNC45A_0.892425\VAMP1_0.950544\WDR18_0.875997\ZNF704_-1.65249	4.09957013630228e-06
6:32399187	9e-08	Staphylococcus aureus infection	288	HLA-DRB1_HLA-DRB1	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	4.54118515756267e-06
6:29942083	9e-23	Vitiligo	200	HLA-G_HLA-G	0.0152245_0.0219943	ADD3_-1.00192\AK3_-1.00311\AKIRIN1_-0.988036\BCAS4_-1.20417\BEGAIN_1.03941\C2_1.12941\CATSPER1_-0.972633\CENPM_-1.03151\CTSZ_-0.956526\CYB5R3_0.897493\EGFR_0.912651\EMILIN1_0.984488\ERMAP_1.20235\EVI2A_-1.02846\GCC2_-1.11706\GFRA1_1.04389\GPR179_-1.27384\HLA-A_-1.12574\HLA-F_-1.72545\HLA-G_-1.70288\ITGB1BP1_1.33691\KCNMB3_0.961167\KIT_-1.26808\LEMD3_1.09922\LTBP4_0.928362\MAP1LC3A_0.912737\MARCH6_-0.966643\NDUFS1_-0.964508\NOTCH4_0.945743\NR2F6_0.980238\PIGM_-0.946036\RANBP10_-0.954637\RPL39L_1.12824\RSPO3_1.07465\SARM1_-0.971284\SMG7_0.891067\SOX4_-1.29546\SPNS1_-1.03774\TNFRSF10A_0.903575\TRAPPC6B_1.05611\UNC45A_0.892425\VAMP1_0.950544\WDR18_0.875997\ZNF704_-1.65249	4.54118515756267e-06
6:29906691	5e-67	Nasopharyngeal carcinoma	78	HLA-G_HLA-G	0.0176157_0.0239373	ALDH7A1_0.873301\ANKRD26_0.846357\ATP2A3_-0.787498\BTN3A1_-0.893395\C20orf27_0.778772\CELSR3_-0.84333\CHD1L_0.916745\CINP_-0.803555\CLEC1A_0.754342\CRIPAK_0.72839\CXorf40B_-0.990563\FXYD5_0.964729\FZR1_-0.868673\GATS_0.768862\GPR179_-0.82548\HLA-A_-1.13156\HLA-F_-1.46048\HLA-G_-2.22463\IL3RA_0.737317\KCTD20_0.825193\KIT_-1.85883\MSC_0.831593\NAF1_0.982057\NDUFS1_-1.36258\NOTCH3_0.862281\PARVB_-0.91435\PLAU_-0.880096\PPT2_0.72878\RBM6_-0.786407\SAMD9L_0.913476\SEL1L3_0.746364\SLC25A14_0.745182\TRAPPC4_-0.874449\TRIM4_0.772028\TRIM6_-0.775316\VARS2_-1.0323\ZNF439_0.98292\ZNF704_-0.954873	7.54117474295614e-06
6:29906691	3e-31	Nasopharyngeal carcinoma	78	HLA-G_HLA-G	0.0176157_0.0239373	ALDH7A1_0.873301\ANKRD26_0.846357\ATP2A3_-0.787498\BTN3A1_-0.893395\C20orf27_0.778772\CELSR3_-0.84333\CHD1L_0.916745\CINP_-0.803555\CLEC1A_0.754342\CRIPAK_0.72839\CXorf40B_-0.990563\FXYD5_0.964729\FZR1_-0.868673\GATS_0.768862\GPR179_-0.82548\HLA-A_-1.13156\HLA-F_-1.46048\HLA-G_-2.22463\IL3RA_0.737317\KCTD20_0.825193\KIT_-1.85883\MSC_0.831593\NAF1_0.982057\NDUFS1_-1.36258\NOTCH3_0.862281\PARVB_-0.91435\PLAU_-0.880096\PPT2_0.72878\RBM6_-0.786407\SAMD9L_0.913476\SEL1L3_0.746364\SLC25A14_0.745182\TRAPPC4_-0.874449\TRIM4_0.772028\TRIM6_-0.775316\VARS2_-1.0323\ZNF439_0.98292\ZNF704_-0.954873	7.54117474295614e-06
6:32379489	1e-08	Asthma	288	HLA-DQB1_HLA-DQB1	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	1.14792184694307e-05
6:32363844	3e-06	Ulcerative colitis	288	HLA-DQB1_HLA-DQB1	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	1.14792184694307e-05
6:32571961	4e-17	Parkinson's disease	288	HLA-DQB1_HLA-DQB1	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	1.2351899384094e-05
